53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-151.98,-74.408,-93.165,85,-11.696,-37.096,-163,125.78,78.226,22.089,-1.9216,1.8648,-27.352,-9.0956,3.5057,28.49,-10.687,-22.086,151.98,75.372,96.696,-85,11.713,37.219,163,-120.83,-77.576,-8.5032,-8.5372,-22.929,32.024,-12.39,-17.803,-11.798,5.0424,10.425
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,7.3566,9.9726,-77.552,85,4.9701,-61.622,-163,101.05,2.6708,20,5.3359,-12.499,-10.173,-2.6033,-4.9733,13.24,-6.0341,-30.797,-7.3566,-9.9256,80.03,-85,-4.9597,61.946,163,-97.778,-2.616,-19.738,-20.305,-11.864,14.467,-18.33,-7.206,3.3727,-7.2455,14.402
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-19.253,-30.772,-86.502,85,-4.5679,-31.35,-163,131.55,-11.334,31.703,-1.1895,-7.7399,-17.025,-6.981,4.917,11.61,7.5518,-46.88,19.253,30.946,89.568,-85,4.5719,31.446,163,-125.87,11.519,-30.91,-13.094,-14.447,21.428,-14.29,-19.161,5.0116,-8.002,32.1
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-55.098,-40.524,-79.896,85,2.518,-44.392,-163,118.44,14.681,18.109,-3.9552,-4.6134,-20.417,-4.7101,0.15382,17.396,-3.5957,-36.08,55.098,40.811,82.482,-85,-2.513,44.562,163,-113.96,-14.575,-16.171,-10.044,-20.185,24.895,-16.57,-13.8,-0.78989,-3.6295,20.126
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-23.327,-22.259,-76.42,85,6.2109,-50.631,-163,112.15,1.155,18.64,-2.405,-7.7223,-16.519,-3.1806,-1.9789,14.274,-3.1146,-36.592,23.327,22.35,78.789,-85,-6.1999,50.851,163,-108.11,-1.0681,-18.127,-12.554,-17.733,20.913,-17.912,-11.16,2.3347,-6.1889,20.532
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-9.1188,16.063,-75.076,85,7.6102,-74.45,-163,88.075,25.262,11.342,7.2065,-12.053,-9.6886,-0.88433,-8.7826,16.483,-14.366,-20.56,9.1188,-15.98,77.39,-85,-7.5924,74.925,163,-85.617,-25.182,-11.22,-22.093,-13.093,13.977,-19.932,-2.1169,0.12226,-3.5823,4.0139
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-116.27,-46.668,-79.459,85,2.9814,-60.939,-163,101.75,70.101,7.2298,-2.8516,-1.2345,-23.099,-3.6198,-4.6839,26.603,-18.748,-15.549,116.27,47.044,82.019,-85,-2.9745,61.251,163,-98.507,-69.603,0.58726,-10.921,-24.025,27.645,-17.686,-7.8548,-9.9358,4.1866,2.2644
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-24.951,10.124,-76.024,85,6.6118,-74.413,-163,88.114,35.212,9.0344,6.5169,-10.649,-11.314,-1.208,-8.6757,18.521,-16.242,-18.284,24.951,-10.071,78.388,-85,-6.5963,74.886,163,-85.661,-35.076,-8.6287,-21.636,-14.415,15.623,-19.677,-2.2785,-1.9127,-1.8953,2.1119
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-22.99,-30.105,-87.867,85,-6.0342,-31.422,-163,131.48,-6.9501,31.303,-0.3073,-7.6007,-17.1,-7.3853,5.003,12.52,6.7411,-45.726,22.99,30.274,91.034,-85,6.0397,31.518,163,-125.82,7.1149,-30.435,-13.997,-14.12,21.505,-13.887,-19.262,4.0957,-7.383,30.742
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-20.194,-17.832,-69.325,85,13.734,-61.101,-163,101.58,2.4244,12.622,-3.8436,-7.8768,-15.572,-0.38564,-5.7693,13.97,-7.5062,-32.588,20.194,17.89,71.266,-85,-13.7,61.419,163,-98.282,-2.3614,-12.295,-11.411,-19.562,19.948,-20.411,-6.4642,2.6395,-5.7555,16.139
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-78.59,-15.852,-86.357,85,-4.4054,-61.549,-163,101.13,63.147,11.11,5.3897,-5.9336,-17.412,-5.3578,-4.1235,24.996,-16.665,-15.997,78.59,15.925,89.405,-85,4.4109,61.868,163,-97.926,-62.738,-7.4817,-20.478,-16.466,21.823,-15.875,-8.3311,-8.3471,2.0854,2.092
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-44.163,-36.522,-89.274,85,-7.5354,-32.327,-163,130.57,7.7732,27.904,-0.19086,-5.895,-18.992,-7.8641,4.7767,15.716,3.3407,-41.942,44.163,36.766,92.535,-85,7.543,32.427,163,-125.06,-7.6404,-26.332,-13.795,-15.573,23.438,-13.451,-19.057,0.88985,-4.9711,26.523
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,8.5641,-24.991,-44.147,85,40.056,-75.599,-163,86.898,-33.347,6.8799,-15.159,-7.074,-12.873,8.6288,-12.943,4.6985,-7.2503,-37.153,-8.5641,25.107,44.944,-85,-39.825,76.102,163,-84.45,33.555,-6.8104,-0.066031,-25.833,17.204,-27.456,2.5518,11.997,-9.9652,21.969
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,-24.53,10.672,-80.388,85,1.9524,-69.391,-163,93.199,35.343,12.392,8.2238,-10.926,-11.321,-2.9022,-6.8693,18.974,-14.313,-19.771,24.53,-10.608,83.048,-85,-1.945,69.801,163,-90.456,-35.201,-11.957,-23.198,-12.727,15.63,-18.098,-4.6611,-2.3649,-2.2746,3.7331
53.215,163,85,18.383,11.769,-3.68,87.506,105.49,103.69,32.815,36.922,41.477,39.208,-14.749,-51.588,85,32.345,-63.706,-163,98.94,-53.486,21.295,-12.316,-10.809,-10.566,5.558,-8.5003,0.96715,2.1891,-44.962,-39.208,14.791,52.655,-85,-32.191,64.06,163,-95.681,53.957,-20.148,-2.9902,-20.423,14.865,-25.064,-3.1562,15.794,-14.705,32.464
