36.791,35.748,-2.0419,-8.8567,0,0,-20.78,-30.563,0,-6.8785,0,-13.308,37,-6.1637,-9.1849,-2.9986,-8.7183,-3.7321,-10.61,-2.6044,-18.59,21.59,15.553,-10.21,0,-3.8608,26.91,0,-2.5493,-9.2058,-3.689,21.844,-1.021,-1.8646,0,0,-9.9343,-30.563,0,-2.3719,0,-8.9118,12.173,-1.5906,-2.8003,-1.5422,-5.6185,-1.0497,-3.7974,-0.82866,-11.898,42.17,8.2458,-7.8631,0,-2.5371,10.341,0,-0.95597,-1.6501
15.11,43.334,-2.1858,-6.2204,0,0,-24.577,-27.805,0,-4.7199,0,-10.669,37,-6.9321,-7.1729,-3.4857,-8.8041,-3.3873,-10.296,-2.4241,-15.932,21.59,15.801,-7.5259,0,-3.4977,26.91,0,-2.4819,-9.429,1.5905,15.899,-1.0929,-1.3095,0,0,-11.749,-27.805,0,-1.6276,0,-7.1447,11.148,-1.7889,-2.1869,-1.7926,-5.6738,-0.95267,-3.6847,-0.77131,-10.197,36.929,5.7379,-5.7958,0,-2.2985,9.6159,0,-0.9307,-1.6901
17.291,41.396,-2.4057,-8.2052,0,0,-23.231,-25.663,0,-5.2374,0,-10.099,37,-5.5639,-9.608,-3.29,-7.9077,-2.8814,-9.941,-2.1765,-16.462,21.59,15.891,-8.873,0,-3.2002,26.91,0,-2.2852,-10.888,0.67402,14.835,-1.2029,-1.7274,0,0,-11.106,-25.663,0,-1.806,0,-6.7628,10.534,-1.4359,-2.9293,-1.692,-5.0961,-0.81039,-3.5578,-0.69252,-10.535,36.743,6.3559,-6.8333,0,-2.103,9.7807,0,-0.85696,-1.9515
24.193,43.142,-2.4296,-8.4487,0,0,-23.428,-29.633,0,-5.4221,0,-12.518,37,-6.2708,-7.1033,-3.6428,-8.1467,-3.3972,-10.219,-2.4184,-17.154,21.59,16.347,-10.138,0,-3.9561,26.91,0,-1.995,-10.357,-0.22999,18.601,-1.2148,-1.7787,0,0,-11.2,-29.633,0,-1.8697,0,-8.3829,11.801,-1.6183,-2.1656,-1.8734,-5.2501,-0.95547,-3.6573,-0.76948,-10.978,39.888,6.9715,-7.8077,0,-2.5998,10.721,0,-0.74814,-1.8564
27.147,35.261,-1.9244,-8.4357,0,0,-19.01,-28.797,0,-6.4962,0,-13.04,37,-5.6142,-7.0374,-2.9905,-10.329,-3.302,-9.6895,-1.8876,-19.971,21.59,16.191,-8.7461,0,-2.9064,26.91,0,-2.0966,-9.4974,-1.8059,18.275,-0.96222,-1.7759,0,0,-9.0881,-28.797,0,-2.2401,0,-8.7319,11.627,-1.4488,-2.1455,-1.538,-6.6568,-0.92869,-3.4678,-0.60059,-12.782,42.199,5.938,-6.7355,0,-1.9099,8.9855,0,-0.78621,-1.7024
22.097,43.179,-2.7866,-8.9522,0,0,-21.32,-34.801,0,-4.898,0,-10.706,37,-5.9617,-6.8764,-2.9848,-10.591,-3.7839,-9.7858,-1.8126,-15.643,21.59,15.589,-7.0136,0,-3.0366,26.91,0,-2.5418,-10.392,0.96522,20.512,-1.3933,-1.8847,0,0,-10.192,-34.801,0,-1.689,0,-7.1692,11.613,-1.5385,-2.0965,-1.535,-6.8256,-1.0642,-3.5023,-0.57674,-10.012,38.528,5.5597,-5.4013,0,-1.9955,10.831,0,-0.95319,-1.8627
27.783,41.038,-2.6349,-6.6544,0,0,-21.601,-31.507,0,-4.8282,0,-12.435,37,-6.0409,-8.0255,-3.2289,-9.0306,-3.2138,-10.707,-2.4595,-18.51,21.59,15.601,-8.8142,0,-4.1146,26.91,0,-2.5176,-10.969,-1.1194,19.846,-1.3175,-1.4009,0,0,-10.327,-31.507,0,-1.6649,0,-8.3271,11.785,-1.5589,-2.4468,-1.6606,-5.8197,-0.90388,-3.832,-0.78255,-11.847,40.748,7.0203,-6.788,0,-2.7039,11.304,0,-0.94409,-1.9662
18.858,40.995,-2.3721,-6.7807,0,0,-20.3,-26.048,0,-5.6508,0,-13.097,37,-5.4183,-9.528,-4.1716,-8.7799,-2.7022,-8.5806,-2.1197,-18.164,21.59,15.868,-9.435,0,-2.9644,26.91,0,-2.3272,-10.633,0.27633,14.535,-1.186,-1.4275,0,0,-9.705,-26.048,0,-1.9486,0,-8.7701,11.633,-1.3983,-2.9049,-2.1454,-5.6582,-0.76,-3.071,-0.67444,-11.625,38.89,6.7936,-7.2661,0,-1.948,9.4118,0,-0.8727,-1.906
22.162,41.332,-2.689,-6.1688,0,0,-22.696,-30.942,0,-5.7045,0,-11.41,37,-5.5344,-8.1636,-3.6737,-9.6449,-3.0663,-8.9963,-2.6294,-14.264,21.59,15.471,-9.7307,0,-3.1666,26.91,0,-2.0511,-11.538,0.17098,18.693,-1.3445,-1.2987,0,0,-10.85,-30.942,0,-1.9671,0,-7.6404,11.402,-1.4282,-2.4889,-1.8893,-6.2156,-0.86239,-3.2197,-0.83663,-9.1291,37.466,6.9494,-7.4938,0,-2.0809,10.899,0,-0.76916,-2.0681
29.772,37.935,-2.3944,-8.4483,0,0,-26.365,-28.01,0,-5.0989,0,-12.293,37,-6.1502,-9.5275,-3.6538,-9.4236,-3.6601,-10.661,-2.2675,-15.28,21.59,15.505,-7.0598,0,-3.0351,26.91,0,-2.4005,-10.477,-1.9516,20.83,-1.1972,-1.7786,0,0,-12.604,-28.01,0,-1.7582,0,-8.2322,12.27,-1.5872,-2.9047,-1.8791,-6.073,-1.0294,-3.8155,-0.72148,-9.7795,37.236,6.7235,-5.4368,0,-1.9945,9.9241,0,-0.90017,-1.878
